	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
29147	58	services	married	secondary	no	10	yes	yes	cellular	30	jul	95	5	-1	0	unknown	no
37232	31	management	single	tertiary	no	47	no	no	cellular	22	aug	361	4	-1	0	unknown	no
15034	46	admin.	divorced	secondary	no	778	yes	no	cellular	20	nov	106	3	-1	0	unknown	no
35078	30	student	single	tertiary	no	3300	no	no	cellular	21	nov	1571	1	-1	0	unknown	yes
15609	28	technician	single	tertiary	no	75	yes	yes	cellular	5	may	233	2	-1	0	unknown	no
37231	46	admin.	married	secondary	no	-121	yes	yes	cellular	8	jul	214	4	-1	0	unknown	no
41761	46	blue-collar	married	primary	no	-271	yes	no	cellular	25	jul	65	2	-1	0	unknown	no
41123	26	blue-collar	single	secondary	no	100	yes	no	unknown	9	may	24	1	-1	0	unknown	no
21227	60	retired	married	primary	no	364	yes	no	unknown	6	may	631	2	-1	0	unknown	no
27639	35	management	married	tertiary	no	62	no	no	cellular	8	feb	469	2	185	2	failure	yes
38784	74	retired	married	primary	no	279	no	no	telephone	15	oct	227	1	-1	0	unknown	no
17494	47	technician	married	secondary	no	1387	yes	no	unknown	30	may	219	4	-1	0	unknown	no
21596	28	student	single	tertiary	no	3733	yes	no	cellular	21	aug	419	5	91	7	success	no
14471	25	student	single	secondary	no	703	no	no	cellular	5	may	1100	3	-1	0	unknown	no
42090	45	unemployed	single	secondary	no	382	yes	yes	cellular	18	may	182	1	-1	0	unknown	no
43124	28	self-employed	married	secondary	no	123	no	yes	telephone	22	oct	313	1	-1	0	unknown	yes
21858	34	management	married	secondary	no	5127	no	yes	cellular	10	jul	559	2	-1	0	unknown	no
28907	38	self-employed	divorced	tertiary	no	6447	no	no	cellular	12	jan	296	1	-1	0	unknown	no
34733	39	technician	married	secondary	yes	-183	yes	no	unknown	14	may	202	2	-1	0	unknown	no
7840	45	technician	single	secondary	no	819	no	yes	cellular	17	nov	200	1	-1	0	unknown	no
5895	35	self-employed	married	secondary	no	5613	yes	no	cellular	28	jul	699	3	-1	0	unknown	yes
43464	32	blue-collar	divorced	secondary	no	3027	no	no	cellular	5	may	171	2	-1	0	unknown	no
39017	45	technician	divorced	secondary	no	159	yes	no	unknown	26	may	66	3	-1	0	unknown	no
582	48	technician	married	secondary	no	-38	yes	no	cellular	13	may	331	3	-1	0	unknown	no
26660	56	retired	married	secondary	no	1454	no	no	telephone	30	jan	479	1	-1	0	unknown	no
38033	48	services	married	secondary	no	1355	no	no	cellular	4	jul	134	2	-1	0	unknown	no
9498	27	blue-collar	single	secondary	no	23	no	no	cellular	26	feb	590	2	-1	0	unknown	no
13410	51	blue-collar	married	secondary	no	-237	yes	yes	cellular	20	apr	379	3	320	2	other	no
34595	40	blue-collar	married	primary	no	1389	yes	no	cellular	9	feb	161	5	-1	0	unknown	no
37725	42	admin.	divorced	secondary	no	490	yes	no	cellular	8	nov	212	1	97	5	other	no
10953	39	blue-collar	married	primary	no	451	yes	no	unknown	20	may	383	1	-1	0	unknown	no
30338	28	admin.	married	secondary	no	157	yes	yes	cellular	28	jul	164	2	-1	0	unknown	no
21760	27	technician	married	secondary	no	616	yes	no	cellular	5	feb	263	1	-1	0	unknown	no
2577	34	management	married	tertiary	no	115	yes	no	cellular	26	apr	117	3	-1	0	unknown	no
24127	27	technician	single	secondary	no	1693	yes	no	unknown	26	may	101	2	-1	0	unknown	no
18034	46	management	married	secondary	no	149	no	no	cellular	21	nov	1222	2	-1	0	unknown	yes
38314	50	admin.	married	tertiary	no	843	no	yes	cellular	27	may	71	3	-1	0	unknown	no
21146	41	admin.	divorced	secondary	no	322	yes	no	unknown	6	may	87	4	-1	0	unknown	no
7568	46	admin.	married	secondary	no	-236	yes	no	telephone	14	may	217	2	-1	0	unknown	no
16316	38	technician	single	unknown	no	1923	no	no	cellular	30	jul	331	4	-1	0	unknown	no
30469	54	management	married	tertiary	no	-547	no	no	cellular	8	jul	156	1	-1	0	unknown	no
18519	38	management	divorced	tertiary	no	4335	yes	no	cellular	18	may	157	7	179	1	failure	no
4267	48	entrepreneur	married	primary	no	386	no	yes	cellular	27	aug	185	5	-1	0	unknown	no
37786	30	management	married	tertiary	no	5381	no	no	cellular	17	nov	375	1	-1	0	unknown	no
42777	31	entrepreneur	married	tertiary	no	79	yes	no	unknown	18	oct	558	1	-1	0	unknown	no
23931	30	admin.	divorced	secondary	no	1320	yes	yes	cellular	5	may	122	3	362	1	failure	no
23832	33	blue-collar	married	secondary	no	372	yes	no	unknown	6	may	132	2	-1	0	unknown	no
7702	31	technician	single	secondary	no	36	no	no	cellular	20	aug	99	3	-1	0	unknown	no
45189	29	admin.	married	secondary	no	69	yes	no	cellular	13	may	77	4	-1	0	unknown	no
2717	32	technician	single	secondary	no	283	yes	no	cellular	29	jan	71	1	-1	0	unknown	no
8659	27	blue-collar	married	secondary	no	564	yes	no	unknown	9	may	257	3	-1	0	unknown	no
22443	44	blue-collar	single	secondary	no	712	yes	yes	cellular	6	apr	740	3	-1	0	unknown	yes
28509	38	blue-collar	married	secondary	no	648	yes	no	unknown	3	jun	179	1	-1	0	unknown	no
39200	41	blue-collar	married	secondary	no	2157	yes	no	unknown	14	may	154	2	-1	0	unknown	no
21695	34	technician	married	secondary	no	22	no	no	cellular	21	aug	270	3	-1	0	unknown	no
15503	22	student	single	secondary	no	2589	yes	no	cellular	15	may	239	1	352	1	other	no
44760	32	management	single	tertiary	no	11315	no	no	unknown	23	may	286	1	-1	0	unknown	no
15309	34	management	divorced	tertiary	no	0	yes	no	cellular	27	aug	36	7	-1	0	unknown	no
30479	46	management	divorced	tertiary	no	-94	yes	no	cellular	21	nov	183	4	-1	0	unknown	no
44161	31	blue-collar	married	secondary	no	9714	yes	no	unknown	19	may	182	2	-1	0	unknown	no
40825	46	admin.	married	secondary	no	466	yes	no	cellular	29	jan	169	1	-1	0	unknown	no
5343	57	management	married	tertiary	no	372	no	no	cellular	21	nov	553	3	-1	0	unknown	yes
39254	35	blue-collar	married	secondary	no	577	no	no	cellular	13	may	55	1	364	1	failure	no
347	28	entrepreneur	married	secondary	no	422	yes	no	unknown	19	may	394	2	-1	0	unknown	no
35026	36	blue-collar	married	secondary	no	535	yes	no	cellular	8	may	121	1	343	3	failure	no
2449	45	unknown	married	primary	no	44	no	no	unknown	11	jun	81	1	-1	0	unknown	no
17148	31	blue-collar	married	primary	no	3007	yes	no	unknown	9	may	283	1	-1	0	unknown	no
7464	58	management	married	tertiary	no	2076	no	no	cellular	27	aug	49	4	-1	0	unknown	no
8818	43	management	married	tertiary	no	228	no	no	cellular	28	aug	47	18	-1	0	unknown	no
35855	37	services	single	secondary	no	99	yes	yes	cellular	20	apr	617	1	-1	0	unknown	no
41	34	blue-collar	married	secondary	no	1207	yes	no	unknown	21	may	905	1	-1	0	unknown	yes
18288	53	admin.	married	secondary	no	225	yes	no	cellular	20	apr	304	1	340	1	failure	no
36305	40	unemployed	married	secondary	no	219	yes	no	unknown	5	may	357	1	-1	0	unknown	no
44041	34	self-employed	married	tertiary	no	0	yes	no	cellular	10	jul	95	1	-1	0	unknown	no
9399	59	management	married	tertiary	no	3342	no	no	cellular	18	mar	467	2	188	6	other	yes
27894	33	technician	single	secondary	no	5833	yes	no	cellular	8	aug	93	2	-1	0	unknown	no
35083	39	technician	married	tertiary	no	11766	yes	no	cellular	4	may	15	4	166	1	failure	no
35684	32	technician	single	secondary	yes	-1	no	no	cellular	29	aug	185	2	-1	0	unknown	no
42882	55	blue-collar	married	secondary	yes	67	no	no	cellular	8	jul	267	2	-1	0	unknown	no
19287	41	services	married	secondary	no	146	yes	yes	unknown	3	jun	199	1	-1	0	unknown	no
39214	42	admin.	single	secondary	no	734	yes	no	cellular	16	apr	332	2	317	3	failure	no
37836	41	blue-collar	married	secondary	no	2067	yes	no	unknown	20	jun	120	4	-1	0	unknown	no
22257	31	services	single	secondary	no	0	no	no	cellular	28	jul	243	2	-1	0	unknown	no
27668	45	management	married	tertiary	no	1447	yes	yes	cellular	7	jul	461	2	-1	0	unknown	no
23290	31	management	single	tertiary	no	37	no	no	cellular	8	aug	669	2	-1	0	unknown	yes
563	60	admin.	divorced	secondary	no	683	no	no	cellular	8	nov	507	1	-1	0	unknown	no
39938	45	blue-collar	married	primary	no	292	yes	no	cellular	29	aug	961	4	-1	0	unknown	no
11555	35	management	married	tertiary	no	1108	yes	no	cellular	17	nov	52	1	-1	0	unknown	no
44971	52	services	divorced	secondary	no	1527	no	yes	cellular	20	nov	276	1	122	1	other	no
561	32	entrepreneur	single	tertiary	no	59649	no	no	cellular	1	sep	69	2	-1	0	unknown	no
19464	46	unemployed	married	secondary	no	1040	no	no	telephone	12	aug	542	1	78	5	failure	no
23387	45	technician	married	secondary	no	256	no	no	cellular	18	aug	119	7	-1	0	unknown	no
29398	40	blue-collar	married	primary	yes	-23	no	yes	cellular	7	jul	756	3	-1	0	unknown	no
36798	33	technician	married	tertiary	no	1699	no	no	cellular	6	nov	178	2	94	1	success	yes
14500	39	management	married	tertiary	no	-1026	yes	no	unknown	26	may	200	2	-1	0	unknown	no
36246	56	blue-collar	married	secondary	no	1210	no	no	unknown	11	jun	935	1	-1	0	unknown	yes
420	56	admin.	married	primary	no	0	yes	no	cellular	3	apr	353	2	227	4	failure	no
21491	41	blue-collar	married	secondary	no	1362	yes	no	cellular	18	nov	25	1	-1	0	unknown	no
5738	37	technician	married	secondary	no	474	yes	no	cellular	14	apr	85	1	322	1	failure	no
24555	33	technician	single	tertiary	no	125	no	no	telephone	29	aug	66	2	-1	0	unknown	no
15433	34	management	married	unknown	yes	-353	yes	no	unknown	15	may	328	1	-1	0	unknown	no
14153	60	retired	married	unknown	no	79	yes	no	unknown	15	may	301	1	-1	0	unknown	no
10775	30	management	married	tertiary	no	1119	no	no	cellular	6	aug	199	7	-1	0	unknown	no
22244	48	blue-collar	married	primary	no	343	no	no	unknown	19	jun	136	1	-1	0	unknown	no
12524	43	admin.	married	secondary	no	0	no	no	cellular	31	jul	408	8	-1	0	unknown	no
31097	25	services	married	secondary	no	4522	yes	no	cellular	18	may	177	4	-1	0	unknown	no
26307	21	student	single	tertiary	no	2764	yes	no	cellular	18	may	78	2	354	2	failure	no
28554	32	management	single	tertiary	no	1344	no	yes	cellular	21	nov	63	1	-1	0	unknown	no
8614	51	retired	married	primary	no	670	yes	no	cellular	7	may	391	1	-1	0	unknown	no
12613	39	blue-collar	single	primary	no	24277	no	no	cellular	28	aug	261	1	-1	0	unknown	yes
42889	31	blue-collar	married	secondary	no	822	yes	no	unknown	13	may	185	6	-1	0	unknown	no
11334	27	services	single	secondary	no	-74	yes	no	cellular	15	may	151	1	345	1	failure	no
5127	34	blue-collar	married	primary	no	-20	yes	no	unknown	2	jun	920	2	-1	0	unknown	no
1525	39	admin.	married	secondary	no	1101	yes	no	cellular	6	may	128	3	-1	0	unknown	no
30456	49	management	divorced	tertiary	no	1405	no	no	unknown	8	jun	29	1	-1	0	unknown	no
44250	37	admin.	married	secondary	no	10465	no	no	unknown	17	jun	144	6	-1	0	unknown	no
15841	33	management	divorced	tertiary	no	893	yes	no	unknown	15	may	279	9	-1	0	unknown	no
24415	40	housemaid	married	secondary	no	163	no	no	cellular	13	aug	158	7	-1	0	unknown	no
34771	20	student	single	unknown	no	167	no	no	cellular	18	jan	237	1	-1	0	unknown	no
19796	40	management	married	tertiary	no	254	no	no	cellular	19	aug	194	2	-1	0	unknown	no
44085	32	technician	married	tertiary	no	2976	yes	no	cellular	5	feb	783	1	175	5	failure	yes
25194	42	technician	single	secondary	no	0	no	no	cellular	21	aug	656	2	-1	0	unknown	no
13148	41	admin.	divorced	secondary	no	3823	no	no	cellular	26	apr	234	10	-1	0	unknown	no
29438	30	blue-collar	married	primary	no	-5	yes	no	cellular	18	may	518	2	-1	0	unknown	no
41606	46	blue-collar	married	unknown	no	9328	yes	no	cellular	5	may	725	3	-1	0	unknown	yes
26196	42	blue-collar	single	primary	no	-376	yes	no	cellular	18	may	53	1	-1	0	unknown	no
21988	28	technician	single	tertiary	no	-214	yes	no	unknown	12	may	140	3	-1	0	unknown	no
38891	52	blue-collar	married	secondary	no	5614	yes	no	unknown	20	jun	177	3	-1	0	unknown	no
28292	45	blue-collar	married	secondary	no	1124	yes	no	unknown	19	may	37	1	-1	0	unknown	no
20711	32	self-employed	married	tertiary	no	266	no	yes	cellular	20	nov	228	1	-1	0	unknown	no
21119	34	services	married	secondary	no	2956	no	no	cellular	6	aug	835	2	-1	0	unknown	yes
29587	40	unemployed	married	primary	no	400	no	no	unknown	9	jun	317	1	-1	0	unknown	no
27419	43	management	single	tertiary	no	1806	yes	no	cellular	12	aug	161	2	-1	0	unknown	no
1137	30	technician	married	secondary	no	24	yes	no	cellular	18	jul	112	3	-1	0	unknown	no
2360	26	services	single	secondary	no	1095	no	no	cellular	28	jan	410	2	-1	0	unknown	no
44287	39	self-employed	divorced	tertiary	no	1415	no	no	unknown	17	jun	134	1	-1	0	unknown	no
2792	36	unemployed	single	secondary	no	115	no	no	cellular	9	feb	71	2	-1	0	unknown	no
11934	58	retired	married	tertiary	no	0	no	no	cellular	21	aug	138	2	-1	0	unknown	no
29978	47	technician	married	secondary	no	65	no	no	cellular	28	aug	118	8	-1	0	unknown	no
13739	55	blue-collar	married	secondary	no	-473	yes	no	unknown	26	may	233	1	-1	0	unknown	no
23734	37	technician	married	secondary	no	1309	yes	no	cellular	28	aug	77	4	-1	0	unknown	no
30384	29	technician	single	secondary	no	590	no	no	cellular	25	may	124	1	-1	0	unknown	yes
35245	35	technician	married	secondary	no	523	yes	yes	unknown	16	may	95	1	-1	0	unknown	no
13592	32	entrepreneur	single	tertiary	no	890	yes	yes	cellular	28	aug	27	10	-1	0	unknown	no
13193	27	services	single	secondary	no	482	yes	no	unknown	6	jun	220	2	-1	0	unknown	no
6659	41	blue-collar	married	primary	no	574	yes	no	unknown	14	may	449	2	-1	0	unknown	no
25869	47	housemaid	divorced	secondary	no	1565	no	no	cellular	5	feb	253	1	-1	0	unknown	no
2139	45	management	single	tertiary	no	1395	no	no	cellular	5	aug	67	1	-1	0	unknown	no
37902	28	management	married	tertiary	no	3	yes	no	unknown	7	may	122	5	-1	0	unknown	no
15666	50	admin.	single	secondary	no	642	no	no	cellular	18	nov	435	1	-1	0	unknown	no
4944	30	blue-collar	married	secondary	no	6	yes	no	cellular	28	jan	241	3	-1	0	unknown	no
24095	29	technician	single	secondary	no	404	yes	no	unknown	29	may	286	2	-1	0	unknown	no
37327	28	blue-collar	married	secondary	no	5611	yes	no	unknown	3	jun	340	2	-1	0	unknown	no
17680	35	management	married	tertiary	no	1471	yes	yes	cellular	13	aug	236	3	-1	0	unknown	no
20045	43	blue-collar	married	primary	no	-181	yes	no	cellular	17	apr	351	1	337	3	failure	no
43965	30	management	single	tertiary	no	1269	no	no	cellular	28	may	361	2	-1	0	unknown	no
18743	34	admin.	married	tertiary	no	899	yes	no	telephone	19	nov	377	3	7	4	success	no
13328	31	blue-collar	single	secondary	no	199	no	no	telephone	30	apr	110	1	-1	0	unknown	no
8080	28	technician	single	tertiary	no	0	yes	no	cellular	25	may	269	1	40	2	failure	yes
3507	77	management	married	tertiary	no	5619	no	no	cellular	25	mar	189	1	-1	0	unknown	no
27347	37	blue-collar	single	unknown	no	3044	yes	no	unknown	20	may	152	1	-1	0	unknown	no
18013	26	technician	single	tertiary	no	152	no	no	cellular	30	jan	151	2	2	1	other	no
32545	36	blue-collar	married	primary	no	442	yes	no	cellular	17	apr	238	1	326	3	failure	no
20862	44	management	single	secondary	no	813	no	no	cellular	26	aug	358	2	-1	0	unknown	no
8751	39	services	divorced	secondary	no	42	no	no	cellular	31	jul	75	2	-1	0	unknown	no
38080	36	admin.	single	secondary	no	1328	no	no	cellular	30	jul	69	9	-1	0	unknown	no
5518	31	unemployed	married	primary	no	-63	yes	no	unknown	20	may	657	1	-1	0	unknown	no
21256	58	management	divorced	tertiary	no	0	no	no	cellular	17	nov	107	1	-1	0	unknown	no
38255	39	services	divorced	secondary	no	687	yes	no	cellular	9	jul	869	1	-1	0	unknown	yes
3373	39	entrepreneur	single	tertiary	no	1837	no	no	cellular	29	jan	199	1	-1	0	unknown	no
20493	33	unemployed	married	secondary	no	1211	no	no	cellular	7	aug	456	1	-1	0	unknown	yes
4812	49	admin.	married	secondary	no	167	no	yes	cellular	9	jul	51	1	-1	0	unknown	no
4179	53	management	married	primary	no	-139	no	no	cellular	9	jul	328	3	-1	0	unknown	no
13375	34	management	divorced	tertiary	no	1173	no	yes	cellular	18	jul	93	1	-1	0	unknown	no
37542	41	technician	married	secondary	no	1270	yes	no	unknown	5	may	1389	1	-1	0	unknown	yes
29219	36	admin.	married	secondary	no	-106	yes	no	unknown	6	may	130	2	-1	0	unknown	no
23582	39	technician	married	secondary	no	0	yes	no	cellular	16	apr	137	1	300	1	failure	no
38620	44	technician	married	secondary	no	1879	yes	no	cellular	11	aug	88	4	-1	0	unknown	no
18358	48	admin.	married	secondary	no	44	no	yes	cellular	25	aug	98	3	-1	0	unknown	no
10123	59	retired	married	primary	no	0	yes	no	unknown	26	may	104	7	-1	0	unknown	no
39501	29	management	divorced	tertiary	no	559	yes	no	cellular	18	may	6	4	-1	0	unknown	no
27673	39	management	single	tertiary	no	5047	no	no	cellular	29	apr	218	4	-1	0	unknown	yes
4699	57	retired	divorced	primary	no	720	no	no	telephone	17	feb	202	4	-1	0	unknown	yes
40018	39	technician	married	secondary	no	4441	yes	no	unknown	21	may	86	2	-1	0	unknown	no
29334	40	blue-collar	divorced	primary	no	737	yes	yes	unknown	12	may	102	1	-1	0	unknown	no
29282	49	unknown	married	primary	no	341	yes	yes	unknown	15	may	520	2	-1	0	unknown	yes
13616	26	blue-collar	married	secondary	no	127	yes	yes	unknown	4	jun	165	2	-1	0	unknown	no
33622	32	management	married	tertiary	no	514	yes	no	unknown	28	may	497	2	-1	0	unknown	no
19217	37	technician	divorced	secondary	no	0	yes	no	cellular	16	jul	46	1	-1	0	unknown	no
12414	35	unemployed	single	tertiary	no	154	no	no	cellular	29	jan	105	2	-1	0	unknown	no
44139	30	admin.	married	secondary	no	265	yes	no	cellular	12	may	342	1	354	2	failure	no
39640	43	technician	single	secondary	no	34	no	no	telephone	30	jul	29	1	-1	0	unknown	no
9638	31	technician	divorced	secondary	no	-174	no	yes	cellular	30	jul	113	10	-1	0	unknown	no
42285	30	blue-collar	married	secondary	no	1717	yes	no	cellular	14	may	197	3	-1	0	unknown	no
7372	33	services	married	secondary	no	2368	no	no	unknown	13	sep	5	1	-1	0	unknown	no
35008	33	technician	single	tertiary	no	179	yes	no	cellular	18	nov	432	2	181	4	other	no
34254	35	technician	single	secondary	no	176	no	no	cellular	7	aug	77	2	-1	0	unknown	no
20106	53	technician	single	secondary	no	-165	yes	no	cellular	9	jul	89	1	-1	0	unknown	no
1381	22	services	married	primary	no	7982	yes	no	unknown	4	jun	18	1	-1	0	unknown	no
9101	56	blue-collar	married	secondary	no	276	no	no	cellular	5	aug	269	1	-1	0	unknown	no
41199	58	retired	divorced	unknown	no	5920	yes	no	cellular	21	nov	96	1	121	1	failure	no
32018	34	technician	married	secondary	no	30	no	no	cellular	19	aug	193	2	-1	0	unknown	no
25538	34	admin.	married	secondary	no	-44	yes	yes	cellular	17	apr	759	2	-1	0	unknown	no
16139	29	blue-collar	single	secondary	no	783	yes	no	unknown	13	may	166	1	-1	0	unknown	no
28428	41	management	married	tertiary	no	725	no	no	cellular	26	aug	460	10	-1	0	unknown	no
28672	31	entrepreneur	single	tertiary	no	137	no	no	cellular	29	jan	445	2	-1	0	unknown	no
13376	47	management	divorced	tertiary	no	-478	yes	no	unknown	3	jun	27	6	-1	0	unknown	no
13896	32	technician	married	secondary	no	1026	no	no	cellular	28	aug	94	3	-1	0	unknown	no
25519	33	management	single	tertiary	no	1304	yes	no	cellular	18	may	536	2	-1	0	unknown	yes
1910	55	management	married	unknown	no	1504	yes	no	cellular	31	aug	186	3	101	2	success	yes
6864	81	retired	divorced	secondary	no	452	no	no	telephone	16	dec	443	1	-1	0	unknown	yes
25349	35	unemployed	divorced	tertiary	no	8903	yes	no	cellular	21	nov	336	6	-1	0	unknown	no
24337	48	technician	married	tertiary	no	0	no	yes	cellular	18	nov	106	1	-1	0	unknown	no
35052	32	management	single	tertiary	no	1625	yes	no	cellular	19	aug	451	6	-1	0	unknown	no
44536	30	technician	single	secondary	no	175	no	no	cellular	25	aug	167	4	-1	0	unknown	no
4862	30	management	single	tertiary	no	223	no	no	cellular	6	aug	106	3	-1	0	unknown	no
1376	43	management	married	tertiary	no	4016	yes	no	cellular	14	aug	159	2	-1	0	unknown	no
13563	33	housemaid	single	secondary	no	118	no	no	cellular	29	jan	159	1	-1	0	unknown	no
26750	62	management	married	tertiary	no	10373	no	no	cellular	12	aug	344	3	-1	0	unknown	no
20058	33	unemployed	single	tertiary	no	685	yes	no	cellular	2	feb	105	1	96	2	failure	no
13086	44	unemployed	married	secondary	no	-407	yes	no	unknown	9	may	119	2	-1	0	unknown	no
28063	39	technician	married	secondary	no	214	yes	no	unknown	27	may	386	11	-1	0	unknown	no
36655	50	management	married	secondary	no	2130	no	no	cellular	20	aug	203	4	-1	0	unknown	no
40106	46	entrepreneur	married	secondary	no	4000	no	no	cellular	30	jul	251	3	-1	0	unknown	no
37758	59	retired	married	secondary	no	2467	no	no	cellular	20	nov	972	2	-1	0	unknown	no
26969	20	student	single	unknown	no	179	no	no	cellular	23	sep	317	1	182	6	failure	no
20360	31	blue-collar	married	secondary	no	42	yes	no	unknown	9	may	210	3	-1	0	unknown	no
3212	29	self-employed	single	tertiary	no	270	yes	no	cellular	14	jan	110	7	252	4	failure	no
31499	28	self-employed	single	tertiary	no	805	no	no	cellular	26	may	69	1	99	1	success	no
23980	20	student	single	secondary	no	130	no	no	telephone	4	may	75	3	-1	0	unknown	no
40056	47	blue-collar	divorced	primary	yes	0	yes	no	cellular	28	jul	327	3	-1	0	unknown	no
6416	52	technician	divorced	secondary	no	2816	no	no	unknown	20	jun	492	3	-1	0	unknown	no
28776	46	technician	married	unknown	no	3308	no	no	cellular	28	jul	219	2	-1	0	unknown	yes
22741	32	management	single	secondary	no	138	yes	no	cellular	29	jan	432	1	182	9	other	no
14572	32	management	married	tertiary	no	3809	yes	no	unknown	27	may	50	5	-1	0	unknown	no
30698	54	self-employed	married	primary	no	277	yes	no	cellular	19	nov	300	5	170	3	failure	no
16795	32	services	single	tertiary	no	0	no	no	cellular	28	aug	23	12	-1	0	unknown	no
4129	50	housemaid	married	primary	no	5296	no	no	cellular	19	nov	64	7	-1	0	unknown	no
37399	45	admin.	married	secondary	no	1214	yes	no	cellular	2	feb	150	2	189	2	failure	no
27201	31	admin.	married	secondary	no	1130	yes	no	cellular	23	jul	236	5	-1	0	unknown	no
15129	47	technician	divorced	tertiary	no	-1148	yes	yes	unknown	27	may	62	2	-1	0	unknown	no
12598	50	blue-collar	married	primary	no	604	no	no	cellular	5	aug	104	1	-1	0	unknown	no
18539	30	admin.	married	secondary	no	0	no	no	cellular	15	jul	127	5	-1	0	unknown	no
24355	27	technician	single	secondary	no	162	no	no	unknown	26	may	265	9	-1	0	unknown	no
43478	44	admin.	single	secondary	no	469	yes	yes	cellular	12	may	158	2	-1	0	unknown	no
36356	33	blue-collar	married	primary	no	3074	no	no	cellular	18	nov	679	1	-1	0	unknown	no
35853	47	blue-collar	married	secondary	no	2775	no	no	unknown	14	may	262	1	-1	0	unknown	no
31797	32	blue-collar	married	secondary	no	759	yes	no	cellular	9	apr	317	5	-1	0	unknown	yes
12023	29	technician	single	tertiary	no	2489	yes	no	cellular	7	dec	1002	3	283	2	success	no
18768	83	housemaid	married	primary	no	2140	no	no	cellular	6	sep	109	3	276	8	other	no
44068	48	management	divorced	tertiary	no	541	yes	no	cellular	14	may	72	1	363	2	other	no
43945	50	technician	married	primary	no	139	no	no	unknown	5	may	114	2	-1	0	unknown	no
27966	41	blue-collar	married	primary	no	2585	no	no	telephone	20	nov	159	2	-1	0	unknown	no
42695	36	management	divorced	tertiary	no	0	yes	no	unknown	19	may	21	11	-1	0	unknown	no
6528	30	self-employed	single	tertiary	no	2593	no	no	unknown	27	may	662	7	-1	0	unknown	no
14937	34	services	divorced	secondary	no	5934	yes	no	cellular	29	jul	82	7	-1	0	unknown	no
14077	29	management	married	tertiary	no	760	no	yes	cellular	17	apr	82	2	-1	0	unknown	no
34826	42	services	married	secondary	no	1048	yes	no	cellular	17	nov	71	1	186	1	failure	no
11505	35	management	divorced	tertiary	no	771	yes	yes	cellular	18	aug	221	5	-1	0	unknown	no
34127	44	blue-collar	single	secondary	no	259	yes	no	unknown	6	jun	163	2	-1	0	unknown	no
5255	39	admin.	divorced	secondary	no	878	yes	no	cellular	15	may	611	5	-1	0	unknown	yes
7101	55	technician	married	secondary	no	2313	yes	no	unknown	9	may	551	2	-1	0	unknown	no
36206	39	blue-collar	married	secondary	no	860	yes	no	cellular	8	may	312	1	-1	0	unknown	no
32315	24	student	single	secondary	no	382	no	no	cellular	13	nov	256	2	92	3	failure	yes
18992	56	self-employed	married	secondary	no	1539	no	no	cellular	28	aug	149	14	-1	0	unknown	no
20081	39	blue-collar	married	primary	no	275	yes	no	unknown	16	jun	189	2	-1	0	unknown	no
26279	47	admin.	married	secondary	no	642	yes	no	cellular	13	may	197	2	363	2	other	no
21427	34	blue-collar	married	secondary	no	577	no	no	unknown	14	may	337	1	-1	0	unknown	no
43071	40	admin.	married	secondary	no	1313	yes	no	cellular	4	may	171	4	-1	0	unknown	no
25347	46	blue-collar	married	secondary	no	0	yes	no	cellular	8	may	264	2	-1	0	unknown	no
20036	55	technician	married	tertiary	no	4359	no	no	unknown	16	jun	394	2	-1	0	unknown	no
28304	31	technician	married	secondary	no	40	yes	no	cellular	20	nov	294	2	-1	0	unknown	no
15083	46	management	married	tertiary	no	1720	no	no	cellular	5	aug	250	2	-1	0	unknown	no
30130	42	management	married	tertiary	no	843	no	yes	cellular	15	jul	226	3	-1	0	unknown	no
35633	33	management	married	tertiary	no	968	no	yes	cellular	28	aug	95	10	-1	0	unknown	no
26115	37	blue-collar	single	secondary	no	847	no	no	unknown	20	jun	54	1	-1	0	unknown	no
37226	29	technician	single	secondary	no	28	no	no	cellular	9	feb	96	2	-1	0	unknown	no
20198	27	admin.	single	secondary	no	424	no	no	cellular	5	feb	248	4	189	13	other	no
19404	26	blue-collar	single	primary	no	941	no	no	cellular	29	jan	1165	1	-1	0	unknown	yes
3027	33	blue-collar	married	primary	no	240	yes	no	unknown	21	may	373	3	-1	0	unknown	no
13429	27	technician	married	tertiary	no	13	yes	no	telephone	6	feb	24	5	-1	0	unknown	no
19326	56	self-employed	married	secondary	no	800	no	yes	cellular	9	jul	170	1	-1	0	unknown	no
25948	44	technician	divorced	tertiary	no	9192	yes	no	unknown	6	jun	59	3	-1	0	unknown	no
24348	38	blue-collar	divorced	primary	no	-258	yes	no	cellular	14	may	134	2	370	4	other	no
24333	48	blue-collar	married	unknown	no	617	yes	no	cellular	11	aug	33	2	-1	0	unknown	no
43717	37	services	married	unknown	no	-224	no	no	unknown	18	jun	332	2	-1	0	unknown	no
40546	31	admin.	single	secondary	no	378	no	no	cellular	23	jul	421	2	-1	0	unknown	no
10720	44	management	married	tertiary	no	278	no	no	cellular	28	aug	95	4	-1	0	unknown	no
11767	33	management	divorced	tertiary	no	2240	no	no	cellular	3	jun	198	1	-1	0	unknown	yes
17782	42	blue-collar	married	secondary	no	3	yes	no	cellular	12	may	118	1	-1	0	unknown	no
39461	33	technician	married	secondary	no	4	yes	yes	unknown	18	jun	625	2	-1	0	unknown	yes
